season,situation,name,team,pos,gp,toi,cf,ca,cf60,ca60,cf_per,tmcf60,tmca60,tmcf_per,oppcf60,oppca60,oppcf_per,cf60reltm,ca60reltm,cf_per_reltm,csh_per,csv_per,cpdo,totfo,nzfo,dzfo,ozfo,igoals,iassists,ipoints,ishot_per,igoals60,iassists60,ipoints60,ipp,igp,iap,gf,ga,gf60,ga60,gf_per,tmgf60,tmga60,tmgf_per,oppgf60,oppga60,oppgf_per,gf60reltm,ga60reltm,gf_per_reltm
2014-2015,5v5,DEREK ROY,Edmonton,F(C),72,939:26:00,844,900,53.9,57.5,48.4,54.7,55.8,49.5,54.9,54.3,50.3,-0.77,1.64,-1.1,4.3,95,99.3,851,315,221,315,8,16,24,8.8,0.51,1.02,1.53,66.7,22.2,44.4,36,45,2.3,2.87,44.4,1.96,2.62,42.8,2.25,2.25,50,0.34,0.26,1.6
2014-2015,5v5,MICHAL ROZSIVAL,Chicago,D,65,1003:36:00,999,869,59.7,52,53.5,60.6,51.9,53.8,54.6,54.2,50.2,-0.83,0.04,-0.4,3.7,95.5,99.2,887,302,260,325,1,9,10,2.2,0.06,0.54,0.6,27,2.7,24.3,37,39,2.21,2.33,48.7,2.29,1.81,55.8,2.21,2.28,49.3,-0.08,0.52,-7.1
2014-2015,5v5,DAVID RUNDBLAD,Chicago,D,49,581:11:00,623,469,64.3,48.4,57.1,59.7,52.7,53.1,52.7,54.4,49.2,4.63,-4.26,3.9,5,96.8,101.8,534,183,110,241,3,9,12,5.9,0.31,0.93,1.24,38.7,9.7,29,31,15,3.2,1.55,67.4,2.06,2.08,49.8,2.14,2.24,48.8,1.14,-0.53,17.6
2014-2015,5v5,KRIS RUSSELL,Calgary,D,79,1483:37:00,1257,1667,50.8,67.4,43,49.9,62.5,44.4,54.9,54.3,50.3,0.96,4.93,-1.4,5.8,96.6,102.4,1507,483,511,513,3,10,13,3.3,0.12,0.4,0.53,17.8,4.1,13.7,73,57,2.95,2.31,56.2,2.01,2.5,44.7,2.23,2.25,49.8,0.94,-0.19,11.5
2014-2015,5v5,BRYAN RUST,Pittsburgh,F(RW),14,154:13:00,147,138,57.2,53.7,51.6,55.6,50,52.6,53.4,52.6,50.4,1.56,3.64,-1.1,3.4,94.2,97.6,155,65,37,53,1,1,2,3.8,0.39,0.39,0.78,40,20,20,5,8,1.95,3.11,38.5,2.23,2.1,51.6,2.24,2.1,51.7,-0.29,1.02,-13.1
2014-2015,5v5,TUOMO RUUTU,New Jersey,F(RW),77,791:20:00,592,619,44.9,46.9,48.9,45.6,51.5,46.9,53.6,54.7,49.5,-0.67,-4.55,1.9,2.5,97.6,100.1,688,271,223,194,7,6,13,9.6,0.53,0.45,0.99,86.7,46.7,40,15,15,1.14,1.14,50,1.8,2.08,46.5,2.16,2.24,49.1,-0.66,-0.94,3.6
2014-2015,5v5,BOBBY RYAN,Ottawa,F(RW),78,1031:37:00,981,1006,57.1,58.5,49.4,55.3,54.7,50.3,54.3,54.4,50,1.81,3.81,-0.9,4.5,95.8,100.3,1028,355,305,368,11,21,32,7.4,0.64,1.22,1.86,72.7,25,47.7,44,42,2.56,2.44,51.2,2.32,2.21,51.3,2.22,2.25,49.6,0.24,0.24,-0.1
2014-2015,5v5,KERBY RYCHEL,Columbus,F(LW),5,52:49:00,36,49,40.9,55.7,42.4,51.3,57.2,47.3,55.9,50.7,52.4,-10.37,-1.51,-4.9,8.3,100,108.3,48,16,15,17,0,3,3,0,0,3.41,3.41,100,0,100,3,0,3.41,0,100,2.08,2.55,45,2.49,2.05,54.9,1.33,-2.55,55
2014-2015,5v5,MICHAEL RYDER,New Jersey,F(RW),47,584:03:00,450,521,46.2,53.5,46.3,45.4,50,47.6,54.9,54.4,50.2,0.84,3.5,-1.2,4.7,96.4,101,554,203,204,147,5,11,16,6.6,0.51,1.13,1.64,76.2,23.8,52.4,21,19,2.16,1.95,52.5,1.6,1.92,45.6,2.21,2.24,49.7,0.56,0.04,7
2014-2015,5v5,BRANDON SAAD,Chicago,F(LW),82,1089:35:00,1100,953,60.6,52.5,53.6,61.2,52.4,53.9,55.1,54.4,50.4,-0.63,0.11,-0.3,4.3,96.1,100.4,1109,419,294,396,19,19,38,11,1.05,1.05,2.09,80.9,40.4,40.4,47,37,2.59,2.04,56,2.24,1.84,54.9,2.29,2.25,50.5,0.35,0.2,1
2014-2015,5v5,BRYCE SALVADOR,New Jersey,D,15,213:14:00,151,173,42.5,48.7,46.6,47,49.2,48.8,55.2,52.8,51.1,-4.47,-0.55,-2.2,3.3,94.2,97.5,193,84,63,46,0,2,2,0,0,0.56,0.56,40,0,40,5,10,1.41,2.81,33.3,1.83,1.74,51.3,2.33,2.17,51.8,-0.42,1.08,-17.9
2014-2015,5v5,PHILIP SAMUELSSON,Arizona,D,4,55:46:00,43,56,46.3,60.3,43.4,54,57.2,48.6,54.6,54.9,49.8,-7.71,3.06,-5.1,0,94.6,94.6,39,10,15,14,0,0,0,0,0,0,0,0,0,0,0,3,0,3.23,0,1.66,2.67,38.3,2.3,2.13,51.9,-1.66,0.56,-38.3
2014-2015,5v5,MIKE SANTORELLI,Nashville,F(C),79,1028:25:00,887,978,51.7,57.1,47.6,54.6,57.5,48.7,54.2,53.9,50.1,-2.83,-0.42,-1.2,4.5,95.4,99.9,940,358,329,253,9,16,25,6.7,0.53,0.93,1.46,62.5,22.5,40,40,45,2.33,2.63,47.1,2.22,2.36,48.6,2.24,2.19,50.6,0.11,0.27,-1.5
2014-2015,5v5,DAVID SAVARD,Columbus,D,82,1405:04:00,1165,1315,49.7,56.2,47,50.9,55.7,47.7,54.4,54.4,50,-1.16,0.42,-0.8,4.5,95.5,100,1365,496,492,377,6,10,16,7,0.26,0.43,0.68,30.8,11.5,19.2,52,59,2.22,2.52,46.9,2.34,2.71,46.3,2.22,2.19,50.3,-0.12,-0.19,0.5
2014-2015,5v5,LUCA SBISA,Vancouver,D,76,1203:08:00,1056,1187,52.7,59.2,47.1,53.7,53.3,50.2,54.7,54.5,50.1,-1.01,5.94,-3.1,4.6,94.7,99.3,1068,396,343,329,2,7,9,2.7,0.1,0.35,0.45,18.4,4.1,14.3,49,63,2.44,3.14,43.8,2.26,2.24,50.3,2.21,2.21,49.9,0.18,0.91,-6.5
2014-2015,5v5,MARCO SCANDELLA,Minnesota,D,64,1129:38:00,1048,954,55.7,50.7,52.4,55.6,53.8,50.8,55.3,54.1,50.5,0.1,-3.14,1.6,4.5,95.7,100.2,1156,417,422,317,8,5,13,8.8,0.42,0.27,0.69,27.7,17,10.6,47,41,2.5,2.18,53.4,2.6,2.32,52.9,2.28,2.24,50.5,-0.11,-0.14,0.6
2014-2015,5v5,COLTON SCEVIOUR,Dallas,F(C),71,789:03:00,827,717,62.9,54.5,53.6,59.6,56.7,51.3,54.2,54.1,50,3.24,-2.18,2.3,4.2,95.7,99.9,815,306,251,258,9,13,22,9.3,0.68,0.99,1.67,62.9,25.7,37.1,35,31,2.66,2.36,53,2.6,2.65,49.6,2.23,2.22,50.2,0.06,-0.29,3.5
2014-2015,5v5,TIM SCHALLER,Buffalo,F(C),18,182:57:00,108,196,35.4,64.3,35.5,40.6,67.1,37.7,54.7,54.4,50.1,-5.13,-2.85,-2.1,2.8,96.4,99.2,181,70,80,31,1,1,2,5.6,0.33,0.33,0.66,66.7,33.3,33.3,3,7,0.98,2.3,30,1.48,2.82,34.4,2.22,2.18,50.4,-0.49,-0.52,-4.4
2014-2015,5v5,MARK SCHEIFELE,Winnipeg,F(C),82,1184:38:00,1147,1014,58.1,51.4,53.1,54.1,50.7,51.6,55.2,54.4,50.3,4.03,0.62,1.5,4.4,96.1,100.5,1073,349,377,347,10,20,30,7.6,0.51,1.01,1.52,58.8,19.6,39.2,51,40,2.58,2.03,56,2.12,2,51.5,2.31,2.25,50.6,0.47,0.03,4.6
2014-2015,5v5,BRAYDEN SCHENN,Philadelphia,F(C),82,1082:19:00,1009,1021,55.9,56.6,49.7,53.8,54.5,49.7,54.3,54.2,50,2.11,2.05,0,3.2,96.9,100,1046,371,294,381,9,16,25,9.9,0.5,0.89,1.39,78.1,28.1,50,32,32,1.77,1.77,50,2.22,2.15,50.8,2.22,2.23,49.9,-0.44,-0.37,-0.8
2014-2015,5v5,LUKE SCHENN,Philadelphia,D,58,883:33:00,845,830,57.4,56.4,50.5,52.6,55.2,48.8,53.6,54.2,49.7,4.82,1.15,1.7,4,95.5,99.6,805,270,248,287,3,10,13,4.8,0.2,0.68,0.88,38.2,8.8,29.4,34,37,2.31,2.51,47.9,1.89,1.96,49.2,2.19,2.22,49.6,0.41,0.56,-1.3
2014-2015,5v5,DAVID SCHLEMKO,Calgary,D,44,582:42:00,556,558,57.3,57.5,49.9,52.6,59.5,46.9,53.8,54.7,49.6,4.68,-2.05,3,4.5,95.5,100,571,232,170,169,1,1,2,2.6,0.1,0.1,0.21,8,4,4,25,25,2.57,2.57,50,1.86,2.52,42.4,2.24,2.3,49.4,0.72,0.06,7.6
2014-2015,5v5,NATE SCHMIDT,Washington,D,39,512:32:00,504,426,59,49.9,54.2,55.2,53.1,51,52.7,55.2,48.8,3.82,-3.21,3.2,3.6,95.5,99.1,415,159,106,150,1,3,4,2.8,0.12,0.35,0.47,22.2,5.6,16.7,18,19,2.11,2.22,48.7,2.33,1.95,54.4,2.12,2.27,48.3,-0.22,0.27,-5.7
2014-2015,5v5,JORDAN SCHROEDER,Minnesota,F(C),25,263:43:00,248,212,56.4,48.2,53.9,53.7,53.3,50.2,54.9,54.9,50,2.76,-5.06,3.7,4.8,98.6,103.4,271,94,92,85,3,5,8,6.4,0.68,1.14,1.82,66.7,25,41.7,12,3,2.73,0.68,80,2.48,2.31,51.8,2.24,2.29,49.4,0.25,-1.62,28.2
2014-2015,5v5,JEFF SCHULTZ,Los Angeles,D,9,130:45:00,112,86,51.4,39.5,56.6,59.2,49.1,54.7,53.1,55.5,48.9,-7.79,-9.62,1.9,3.6,96.5,100.1,110,48,29,33,0,1,1,0,0,0.46,0.46,25,0,25,4,3,1.84,1.38,57.1,2.48,1.98,55.7,2.25,2.28,49.8,-0.65,-0.6,1.5
2014-2015,5v5,JUSTIN SCHULTZ,Edmonton,D,81,1482:13:00,1379,1375,55.8,55.7,50.1,52.1,56.7,47.9,54.4,54.5,49.9,3.71,-1.01,2.2,4.6,94.8,99.3,1410,566,313,531,6,13,19,6.7,0.24,0.53,0.77,30.2,9.5,20.6,63,72,2.55,2.92,46.7,1.69,3.02,35.8,2.21,2.21,50.1,0.86,-0.11,10.8
2014-2015,5v5,NICK SCHULTZ,Philadelphia,D,80,1227:14:00,1035,1140,50.6,55.7,47.6,55.3,55,50.2,54.8,54.4,50.1,-4.75,0.73,-2.6,3.3,96.6,99.9,1312,478,461,373,2,12,14,3.3,0.1,0.59,0.68,41.2,5.9,35.3,34,39,1.66,1.91,46.6,2.19,2.18,50.2,2.28,2.24,50.5,-0.53,-0.27,-3.6
2014-2015,5v5,JADEN SCHWARTZ,St. Louis,F(C),75,1041:42:00,1010,921,58.2,53,52.3,55.6,49.4,52.9,55,54.4,50.3,2.6,3.61,-0.6,4.5,96,100.4,980,325,281,374,16,23,39,11.3,0.92,1.32,2.25,86.7,35.6,51.1,45,37,2.59,2.13,54.9,2.8,1.83,60.5,2.26,2.24,50.2,-0.21,0.3,-5.6
2014-2015,5v5,JOHN SCOTT,San Jose,F(LW),38,278:25:00,225,266,48.5,57.3,45.8,56.2,56.3,50,52.6,54.4,49.2,-7.73,0.99,-4.1,3.6,96.6,100.2,234,93,68,73,2,1,3,11.1,0.43,0.22,0.65,37.5,25,12.5,8,9,1.72,1.94,47.1,1.86,2.16,46.3,2.02,2.19,47.9,-0.14,-0.22,0.8
2014-2015,5v5,ROB SCUDERI,Pittsburgh,D,82,1259:35:00,1063,1032,50.6,49.2,50.7,56.4,50.6,52.7,53.7,54.5,49.7,-5.75,-1.4,-2,4,96.6,100.6,1088,433,296,359,1,7,8,2.1,0.05,0.33,0.38,19.1,2.4,16.7,42,35,2,1.67,54.6,2.28,2.22,50.7,2.2,2.21,49.8,-0.28,-0.55,3.9
2014-2015,5v5,BRENT SEABROOK,Chicago,D,82,1374:16:00,1409,1287,61.5,56.2,52.3,59.9,50.6,54.2,54.5,54.4,50.1,1.65,5.58,-1.9,3.5,96.2,99.7,1386,487,415,484,4,11,15,3.5,0.17,0.48,0.65,30.6,8.2,22.5,49,49,2.14,2.14,50,2.3,1.82,55.9,2.27,2.26,50.1,-0.16,0.32,-5.9
2014-2015,5v5,DANIEL SEDIN,Vancouver,F(LW),82,1098:44:00,1014,887,55.4,48.4,53.3,52.6,58.8,47.2,55.3,54.5,50.4,2.74,-10.4,6.1,3.8,95.6,99.4,1132,484,296,352,11,25,36,7,0.6,1.37,1.97,92.3,28.2,64.1,39,39,2.13,2.13,50,2.65,2.61,50.4,2.27,2.24,50.3,-0.52,-0.48,-0.4
2014-2015,5v5,HENRIK SEDIN,Vancouver,F(C),82,1107:23:00,1045,887,56.6,48.1,54.1,48,60.5,44.2,55.4,54.5,50.4,8.6,-12.48,9.9,4.1,95.7,99.8,1140,489,298,353,7,26,33,9.5,0.38,1.41,1.79,76.7,16.3,60.5,43,38,2.33,2.06,53.1,1.97,2.84,41,2.26,2.24,50.3,0.36,-0.78,12.1
2014-2015,5v5,TYLER SEGUIN,Dallas,F(C),71,1021:14:00,1107,940,65,55.2,54.1,62.6,57.2,52.3,54.6,54.3,50.2,2.43,-1.95,1.8,5.2,95.1,100.3,1092,429,309,354,21,24,45,12.3,1.23,1.41,2.64,77.6,36.2,41.4,58,46,3.41,2.7,55.8,2.77,2.6,51.5,2.25,2.21,50.5,0.64,0.1,4.2
2014-2015,5v5,DENNIS SEIDENBERG,Boston,D,82,1520:18:00,1298,1389,51.2,54.8,48.3,57.7,50.7,53.2,54.1,54.5,49.8,-6.45,4.09,-4.9,3.8,95.9,99.7,1464,517,528,419,3,10,13,3.3,0.12,0.39,0.51,26.5,6.1,20.4,49,57,1.93,2.25,46.2,2.19,1.94,53,2.25,2.24,50.1,-0.25,0.31,-6.8
2014-2015,5v5,JIRI SEKAC,Anaheim,F(LW),69,849:26:00,727,740,51.4,52.3,49.6,53,56.6,48.4,53.9,54.7,49.6,-1.69,-4.35,1.2,4,96.4,100.3,751,289,249,213,7,13,20,8.8,0.49,0.92,1.41,69,24.1,44.8,29,27,2.05,1.91,51.8,2.18,2.01,52.1,2.23,2.26,49.7,-0.14,-0.1,-0.3
2014-2015,5v5,ANDREJ SEKERA,Los Angeles,D,73,1247:32:00,1292,1079,62.1,51.9,54.5,58.9,50,54.1,54.5,54.6,50,3.28,1.93,0.4,3.6,95.6,99.1,1249,444,402,403,2,13,15,2.6,0.1,0.63,0.72,32.6,4.4,28.3,46,48,2.21,2.31,48.9,1.95,2.29,46,2.28,2.21,50.9,0.26,0.01,3
2014-2015,5v5,ALEXANDER SEMIN,Carolina,F(RW),57,775:13:00,761,602,58.9,46.6,55.8,58.2,52.5,52.6,53.6,54.9,49.4,0.7,-5.95,3.3,3.8,94.5,98.3,736,253,193,290,6,9,15,7.7,0.46,0.7,1.16,51.7,20.7,31,29,33,2.25,2.55,46.8,1.77,2.35,42.9,2.21,2.22,49.9,0.48,0.2,3.9
2014-2015,5v5,TIM SESTITO,New Jersey,F(C),15,115:36:00,69,87,35.8,45.2,44.2,44.2,51.5,46.2,53.4,53.8,49.8,-8.4,-6.34,-2,5.8,94.3,100.1,104,41,28,35,0,2,2,0,0,1.04,1.04,50,0,50,4,5,2.08,2.6,44.4,1.89,1.91,49.7,2.07,2.14,49.1,0.19,0.68,-5.2
2014-2015,5v5,DEVIN SETOGUCHI,Calgary,F(RW),12,126:19:00,102,138,48.5,65.6,42.5,49.7,61.9,44.5,56,52.4,51.7,-1.23,3.66,-2,2,93.5,95.4,135,48,46,41,0,0,0,0,0,0,0,0,0,0,2,9,0.95,4.28,18.2,2.26,2.3,49.6,2.32,2.02,53.5,-1.31,1.98,-31.4
2014-2015,5v5,DAMON SEVERSON,New Jersey,D,51,899:02:00,754,751,50.3,50.1,50.1,43.8,50.5,46.5,55,54.2,50.4,6.49,-0.41,3.7,3.1,95.9,98.9,846,314,294,238,4,4,8,5.8,0.27,0.27,0.53,34.8,17.4,17.4,23,31,1.54,2.07,42.6,1.8,1.8,49.9,2.29,2.25,50.4,-0.26,0.27,-7.3
2014-2015,5v5,PATRICK SHARP,Chicago,F(LW),68,895:03:00,967,779,64.8,52.2,55.4,59,52.6,52.9,54.1,54.4,49.8,5.85,-0.38,2.5,4,94.5,98.5,873,295,196,382,7,20,27,4.3,0.47,1.34,1.81,69.2,18,51.3,39,43,2.61,2.88,47.6,2.25,1.67,57.4,2.2,2.26,49.4,0.36,1.21,-9.8
2014-2015,5v5,KEVIN SHATTENKIRK,St. Louis,D,56,912:40:00,899,761,59.1,50,54.2,53.4,51.5,50.9,55,54.8,50.1,5.74,-1.47,3.3,5.2,96.6,101.8,897,290,274,333,4,13,17,4.6,0.26,0.85,1.12,36.2,8.5,27.7,47,26,3.09,1.71,64.4,2.26,2.24,50.3,2.24,2.23,50.1,0.83,-0.53,14.1
2014-2015,5v5,ANDREW SHAW,Chicago,F(C),79,910:55:00,905,779,59.6,51.3,53.7,60.3,53,53.2,53.8,54.4,49.8,-0.69,-1.67,0.5,2.8,95.3,98,800,256,217,327,8,8,16,6.8,0.53,0.53,1.05,64,32,32,25,37,1.65,2.44,40.3,2.38,1.74,57.7,2.19,2.25,49.3,-0.73,0.7,-17.4
2014-2015,5v5,RILEY SHEAHAN,Detroit,F(C),79,937:55:00,853,690,54.6,44.1,55.3,53.6,46.6,53.5,54.1,54.9,49.6,0.94,-2.44,1.8,3.9,95.5,99.4,898,293,252,353,7,15,22,7.4,0.45,0.96,1.41,66.7,21.2,45.5,33,31,2.11,1.98,51.6,2.11,1.99,51.5,2.21,2.23,49.9,0,-0.01,0.1
2014-2015,5v5,JAMES SHEPPARD,NY Rangers,F(C),71,862:28:00,746,817,51.9,56.8,47.7,57.9,56.3,50.7,54,54.2,49.9,-5.99,0.53,-3,2.9,96.6,99.5,736,271,285,180,7,8,15,9.6,0.49,0.56,1.04,68.2,31.8,36.4,22,28,1.53,1.95,44,2.19,2.39,47.8,2.19,2.24,49.4,-0.66,-0.44,-3.8
2014-2015,5v5,BRENDAN SHINNIMIN,Arizona,F(C),12,128:26:00,107,109,50,50.9,49.5,54.5,58.2,48.4,53.7,54.9,49.5,-4.54,-7.29,1.2,0.9,99.1,100,129,45,33,51,0,1,1,0,0,0.47,0.47,100,0,100,1,1,0.47,0.47,50,1.64,2.81,36.9,2.16,2.27,48.7,-1.17,-2.34,13.1
2014-2015,5v5,DREW SHORE,Calgary,F(C),11,110:58:00,84,135,45.4,73,38.4,49.2,60.1,45,53.9,53.9,50,-3.78,12.91,-6.7,4.8,93.3,98.1,99,39,38,22,1,2,3,7.7,0.54,1.08,1.62,75,25,50,4,9,2.16,4.87,30.8,2.11,2.28,48.1,2.13,2.29,48.1,0.05,2.58,-17.3
2014-2015,5v5,NICK SHORE,Los Angeles,F(C),34,345:23:00,301,268,52.3,46.6,52.9,57.4,48.5,54.2,53.4,55,49.2,-5.14,-1.98,-1.3,3.3,96.6,100,236,70,68,98,1,5,6,3.2,0.17,0.87,1.04,60,10,50,10,9,1.74,1.56,52.6,2.17,1.94,52.8,2.16,2.25,49,-0.43,-0.38,-0.1
2014-2015,5v5,JAKOB SILFVERBERG,Anaheim,F(RW),81,1012:09:00,941,887,55.8,52.6,51.5,54.3,54.6,49.9,55.2,54.5,50.3,1.5,-1.98,1.6,4.6,96.2,100.7,996,390,309,297,9,20,29,5.9,0.53,1.19,1.72,67.4,20.9,46.5,43,34,2.55,2.02,55.8,2.24,2.49,47.4,2.28,2.25,50.3,0.31,-0.47,8.5
2014-2015,5v5,ZACH SILL,Toronto,F(C),63,475:17:00,327,399,41.3,50.4,45,52,52.6,49.7,53.6,54.8,49.5,-10.75,-2.21,-4.7,2.1,97,99.1,384,175,112,97,1,3,4,2.6,0.13,0.38,0.51,57.1,14.3,42.9,7,12,0.88,1.52,36.8,2.09,2.22,48.5,2.19,2.22,49.6,-1.21,-0.71,-11.6
2014-2015,5v5,WAYNE SIMMONDS,Philadelphia,F(RW),75,957:54:00,867,850,54.3,53.2,50.5,52.9,56.5,48.3,54,54.5,49.8,1.43,-3.3,2.2,3.7,96.4,100,960,334,309,317,12,11,23,9.8,0.75,0.69,1.44,71.9,37.5,34.4,32,31,2,1.94,50.8,1.97,2.08,48.6,2.24,2.24,50.1,0.04,-0.14,2.2
2014-2015,5v5,MIKE SISLO,New Jersey,F(RW),10,108:12:00,78,87,43.3,48.2,47.3,45.3,49.4,47.8,55.9,52.4,51.6,-2.02,-1.18,-0.5,1.3,96.6,97.8,97,42,35,20,0,1,1,0,0,0.55,0.55,100,0,100,1,3,0.56,1.66,25,1.68,1.79,48.4,2.19,2.15,50.5,-1.12,-0.12,-23.4
2014-2015,5v5,JACK SKILLE,Columbus,F(RW),45,548:52:00,453,546,49.5,59.7,45.4,49.3,54.8,47.4,54.7,53.6,50.5,0.21,4.91,-2,2.4,95.1,97.5,491,176,178,137,6,2,8,6.5,0.66,0.22,0.87,72.7,54.6,18.2,11,27,1.2,2.95,29,2.26,2.52,47.2,2.2,2.2,50,-1.05,0.43,-18.3
2014-2015,5v5,JEFF SKINNER,Carolina,F(C),77,1006:41:00,971,912,57.9,54.4,51.6,58,50.3,53.6,54,54,50,-0.15,4.04,-2,2.9,95.1,97.9,887,292,256,339,13,10,23,7.3,0.77,0.6,1.37,82.1,46.4,35.7,28,45,1.67,2.68,38.4,2.02,2.27,47.1,2.22,2.18,50.5,-0.35,0.41,-8.7
2014-2015,5v5,JIM SLATER,Winnipeg,F(C),82,556:04:00,434,533,46.8,57.5,44.9,53.9,50,51.9,53.4,54.5,49.5,-7.08,7.53,-7,3.9,96.1,100,475,153,166,156,5,7,12,10.9,0.54,0.76,1.29,70.6,29.4,41.2,17,21,1.83,2.27,44.7,2,2.05,49.4,2.16,2.28,48.7,-0.17,0.21,-4.6
2014-2015,5v5,LADISLAV SMID,Calgary,D,31,387:23:00,303,426,46.9,66,41.6,49.3,62.3,44.2,54.1,53.6,50.2,-2.32,3.72,-2.6,2.3,95.3,97.6,384,175,122,87,0,1,1,0,0,0.15,0.15,14.3,0,14.3,7,20,1.08,3.1,25.9,2.16,2.28,48.6,2.08,2.21,48.5,-1.07,0.82,-22.7
2014-2015,5v5,BEN SMITH,San Jose,F(RW),80,845:05:00,743,752,52.8,53.4,49.7,59.4,52.7,53,54.5,54.7,49.9,-6.69,0.73,-3.3,2.6,97.6,100.2,840,241,413,186,6,5,11,7.2,0.43,0.36,0.78,57.9,31.6,26.3,19,18,1.35,1.28,51.4,2.08,2.02,50.8,2.24,2.27,49.7,-0.73,-0.74,0.6
2014-2015,5v5,BRENDAN SMITH,Detroit,D,76,1186:54:00,1070,852,54.1,43.1,55.7,52,47.2,52.4,53.5,55.1,49.3,2.09,-4.17,3.3,3.2,95.2,98.4,1006,348,267,391,3,6,9,4.2,0.15,0.3,0.46,26.5,8.8,17.7,34,41,1.72,2.07,45.3,2.22,1.83,54.8,2.18,2.24,49.3,-0.5,0.24,-9.5
2014-2015,5v5,CRAIG SMITH,Nashville,F(C),82,1028:57:00,1141,925,66.5,53.9,55.2,58.6,52.1,52.9,54.5,54.6,50,7.96,1.86,2.3,5.2,95.7,100.8,1080,385,244,451,16,17,33,8.6,0.93,0.99,1.92,55.9,27.1,28.8,59,40,3.44,2.33,59.6,2.46,1.84,57.2,2.25,2.24,50,0.98,0.49,2.4
2014-2015,5v5,REILLY SMITH,Boston,F(RW),81,1054:11:00,1065,876,60.6,49.9,54.9,57.8,52.7,52.3,54.6,54.3,50.2,2.79,-2.85,2.6,4.3,95.4,99.8,1156,429,345,382,12,15,27,10.5,0.68,0.85,1.54,58.7,26.1,32.6,46,40,2.62,2.28,53.5,1.79,2.05,46.5,2.29,2.24,50.5,0.83,0.22,7
2014-2015,5v5,TREVOR SMITH,Toronto,F(C),54,495:41:00,406,478,49.1,57.9,45.9,52.1,58.3,47.2,53.8,54.4,49.7,-2.97,-0.48,-1.3,3.2,95.4,98.6,466,150,157,159,2,3,5,4.9,0.24,0.36,0.61,38.5,15.4,23.1,13,22,1.57,2.66,37.1,1.96,2.53,43.7,2.17,2.2,49.7,-0.39,0.14,-6.6
2014-2015,5v5,ZACK SMITH,Ottawa,F(C),37,386:31:00,298,334,46.3,51.8,47.2,54.7,55.8,49.5,54.2,53.3,50.4,-8.48,-3.93,-2.4,1,96.4,97.4,381,132,138,111,2,0,2,5.6,0.31,0,0.31,66.7,66.7,0,3,12,0.47,1.86,20,2.41,2.16,52.7,2.2,2.2,50.1,-1.94,-0.3,-32.7
2014-2015,5v5,DEVANTE SMITH-PELLY,Montreal,F(RW),74,859:51:00,714,812,49.8,56.7,46.8,55.1,54.4,50.3,54.8,54,50.4,-5.28,2.27,-3.5,4.2,96.1,100.3,854,314,280,260,5,11,16,6,0.35,0.77,1.12,53.3,16.7,36.7,30,32,2.09,2.23,48.4,2.32,2.24,50.9,2.19,2.24,49.5,-0.22,0,-2.5
2014-2015,5v5,CARL SODERBERG,Boston,F(C),82,1139:34:00,1024,971,53.9,51.1,51.3,56.7,52.6,51.9,54.2,54.3,49.9,-2.75,-1.47,-0.5,4.1,96.6,100.7,1010,368,309,333,8,21,29,7,0.42,1.11,1.53,69.1,19.1,50,42,33,2.21,1.74,56,1.94,2.29,46,2.24,2.22,50.2,0.27,-0.55,10.1
2014-2015,5v5,NICK SPALING,Pittsburgh,F(C),82,1037:18:00,908,847,52.5,49,51.7,55.2,51,52,54.3,54.4,50,-2.69,-2.04,-0.2,3.7,95.6,99.4,987,389,289,309,8,17,25,10,0.46,0.98,1.45,73.5,23.5,50,34,37,1.97,2.14,47.9,2.24,1.98,53.1,2.22,2.21,50.1,-0.27,0.16,-5.2
2014-2015,5v5,JASON SPEZZA,Dallas,F(C),82,1038:47:00,1141,950,65.9,54.9,54.6,59.8,57.6,50.9,54.4,54,50.2,6.06,-2.77,3.6,4.4,95.5,99.9,1107,396,295,416,12,18,30,8.5,0.69,1.04,1.73,60,24,36,50,43,2.89,2.48,53.8,2.61,2.74,48.8,2.25,2.21,50.5,0.28,-0.26,5
2014-2015,5v5,RYAN SPOONER,Boston,F(C),29,318:27:00,321,320,60.5,60.3,50.1,56.4,52.1,52,53,53.5,49.7,4.07,8.22,-1.9,3.7,96.3,100,281,83,86,112,4,7,11,9.3,0.75,1.32,2.07,91.7,33.3,58.3,12,12,2.26,2.26,50,2.28,1.93,54.1,2.15,2.16,49.9,-0.02,0.33,-4.1
2014-2015,5v5,JARED SPURGEON,Minnesota,D,66,1121:10:00,1150,990,61.5,53,53.7,52.6,52.6,50,55.1,54.1,50.4,8.9,0.34,3.7,4.1,96,100,1148,403,357,388,6,11,17,6.3,0.32,0.59,0.91,36.2,12.8,23.4,47,40,2.52,2.14,54,2.53,2.34,51.9,2.28,2.22,50.7,-0.01,-0.2,2.1
2014-2015,5v5,FREDERIC ST-DENIS,Columbus,D,4,51:09:00,43,41,50.4,48.1,51.2,48.6,57.4,45.9,55,51.9,51.5,1.82,-9.3,5.3,2.3,95.1,97.4,54,16,25,13,0,1,1,0,0,1.17,1.17,100,0,100,1,2,1.17,2.35,33.3,1.96,2.64,42.5,2.16,2.21,49.4,-0.78,-0.3,-9.2
